ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Block,Row In Block,x,y
337,d058a3bd-8533-497a-bf08-0c53dee0b195,8/20/2024 6:28:08 PM,agoebl,8/20/2024 6:28:08 PM,agoebl,3,2,-105.100641666667,39.5431965
338,e9a067a9-41b7-4567-946a-b528a8e3e093,8/20/2024 6:28:08 PM,agoebl,8/20/2024 6:28:08 PM,agoebl,3,3,-105.100646833333,39.5431945
339,6b390e02-a717-4474-acdd-a5585d26b27f,8/20/2024 6:28:09 PM,agoebl,8/20/2024 6:28:09 PM,agoebl,3,4,-105.100647666667,39.5432013333333
340,ee6dc975-3705-4a30-a29e-039e764275c1,8/20/2024 6:28:10 PM,agoebl,8/20/2024 6:28:10 PM,agoebl,4,1,-105.100644166667,39.5431476666667
341,786cf01b-a5e1-4b43-82ed-5f7ec684afe1,8/20/2024 6:28:11 PM,agoebl,8/20/2024 6:28:11 PM,agoebl,4,2,-105.1006565,39.5431786666667
342,b01cc818-7f7c-4164-a9f1-2415eb3ad27b,8/20/2024 6:28:13 PM,agoebl,8/20/2024 6:28:13 PM,agoebl,4,3,-105.1006365,39.5432325
343,7657bd55-7a7c-4b54-9bb7-e13f0250a3d7,8/20/2024 6:28:13 PM,agoebl,8/20/2024 6:28:13 PM,agoebl,4,4,-105.1006045,39.5432243333333
344,242ba822-e693-4538-b541-0bd7e73a830e,8/20/2024 6:28:14 PM,agoebl,8/20/2024 6:28:14 PM,agoebl,5,1,-105.100591166667,39.5431875
345,30b520d2-db3b-4758-8154-7a12d6973fa6,8/20/2024 6:28:15 PM,agoebl,8/20/2024 6:28:15 PM,agoebl,5,2,-105.100603666667,39.543224
346,5f34f099-4f74-4ce8-bf9a-fac3e52c0c0c,8/20/2024 6:28:15 PM,agoebl,8/20/2024 6:28:15 PM,agoebl,5,3,-105.100549,39.5432051666667
347,70f64ec7-2698-4721-967a-031b77727bc2,8/20/2024 6:28:16 PM,agoebl,8/20/2024 6:28:16 PM,agoebl,5,4,-105.100557333333,39.5431846666667
348,f8855cca-8298-47fe-a093-5a3af0b4e0cd,8/20/2024 6:28:17 PM,agoebl,8/20/2024 6:28:17 PM,agoebl,6,1,-105.100586,39.5431515
349,bbb3a2d1-c6b1-4fd7-8d77-0944d72ec6ca,8/20/2024 6:28:40 PM,agoebl,8/20/2024 6:28:40 PM,agoebl,6,1,-105.100586,39.5431515
350,c35fdcf6-cfed-4885-9493-8474bffb1626,8/20/2024 6:28:41 PM,agoebl,8/20/2024 6:28:41 PM,agoebl,6,2,-105.100559666667,39.5431758333333
351,01c079ef-0322-4f1a-9f2d-090f8c759d72,8/20/2024 6:28:42 PM,agoebl,8/20/2024 6:28:42 PM,agoebl,6,3,-105.100564166667,39.5431591666667
352,2c471413-f814-4f2b-87cf-4c2cc5e054bb,8/20/2024 6:28:43 PM,agoebl,8/20/2024 6:28:43 PM,agoebl,6,4,-105.100547333333,39.543215
353,6f35bb33-4090-498d-bb0e-5be247e5f759,8/20/2024 6:30:04 PM,agoebl,8/20/2024 6:30:04 PM,agoebl,10,1,-105.100470607677,39.5432004479169
354,9b5fa3ec-3673-4566-83e4-1e3cdabc5396,8/20/2024 6:30:05 PM,agoebl,8/20/2024 6:30:05 PM,agoebl,10,2,-105.100397228061,39.5431866164245
355,f307d5c7-2ee4-4448-a114-87f30b787a34,8/20/2024 6:30:05 PM,agoebl,8/20/2024 6:30:05 PM,agoebl,10,3,-105.10037128628,39.5431724633862
356,78f5c640-abee-4cf2-a5ca-3e8479304c75,8/20/2024 6:30:06 PM,agoebl,8/20/2024 6:30:06 PM,agoebl,10,4,-105.100367735593,39.5432659712983
357,8de9aa8e-789f-4941-b03f-2bfb07b81e32,8/20/2024 6:30:07 PM,agoebl,8/20/2024 6:30:07 PM,agoebl,9,1,-105.100371764447,39.5432056526741
358,685696b2-f354-4a24-908e-7624b518dfae,8/20/2024 6:30:08 PM,agoebl,8/20/2024 6:30:08 PM,agoebl,9,2,-105.100443626097,39.5432479737957
359,361f99cc-6c12-497d-9a5a-3d836992f259,8/20/2024 6:30:09 PM,agoebl,8/20/2024 6:30:09 PM,agoebl,9,3,-105.100408205854,39.5432692542407
360,b19d0e51-55b6-46f1-8c23-be995b566cb0,8/20/2024 6:30:10 PM,agoebl,8/20/2024 6:30:10 PM,agoebl,9,4,-105.100364421542,39.5431889396402
361,b2ff638e-73e8-4ccc-b096-5073f390d7e2,8/20/2024 6:30:19 PM,agoebl,8/20/2024 6:30:19 PM,agoebl,8,1,-105.100387833333,39.5431636666667
362,a05003f6-fb12-4969-947d-e2812345eb5b,8/20/2024 6:30:19 PM,agoebl,8/20/2024 6:30:19 PM,agoebl,8,2,-105.100473333333,39.5432331666667
363,bbcb8961-f938-426e-8733-189b7b4448a0,8/20/2024 6:30:20 PM,agoebl,8/20/2024 6:30:20 PM,agoebl,8,3,-105.100465,39.5432348333333
364,15b33b6a-5e40-48c6-85fa-8cd9ec321bf8,8/20/2024 6:30:21 PM,agoebl,8/20/2024 6:30:21 PM,agoebl,8,4,-105.100434,39.5432306666667
365,6eeb8afe-c5c9-43da-8da9-72031a65f3f7,8/20/2024 6:30:21 PM,agoebl,8/20/2024 6:30:21 PM,agoebl,7,1,-105.100426166667,39.5432285
366,ba48d8ec-66e5-47c7-8cec-1a695207228e,8/20/2024 6:30:22 PM,agoebl,8/20/2024 6:30:22 PM,agoebl,7,2,-105.100525833333,39.54321
367,cc57dcfd-19ef-4c19-b5d5-5168bdae6728,8/20/2024 6:30:23 PM,agoebl,8/20/2024 6:30:23 PM,agoebl,7,3,-105.100521833333,39.5432261666667
368,4ddb2c84-6c4c-4eb0-a68f-567adac09282,8/20/2024 6:30:23 PM,agoebl,8/20/2024 6:30:23 PM,agoebl,7,4,-105.100492,39.543247
369,1b6f9ca4-ba14-49b1-9bbc-37293a90525b,8/27/2024 8:49:00 PM,agoebl,8/27/2024 8:49:00 PM,agoebl,1,1,-105.100767166667,39.543195
370,5c5cbd84-0d9f-47b4-87ce-5c48b6ce3b9e,8/27/2024 8:49:02 PM,agoebl,8/27/2024 8:49:02 PM,agoebl,1,2,-105.1007515,39.5431838333333
371,53b6f2f4-460e-4aeb-b97d-0dac56f421c9,8/27/2024 8:49:02 PM,agoebl,8/27/2024 8:49:02 PM,agoebl,1,3,-105.1007625,39.543215
372,ea3b4b96-c710-46fa-a1bd-bf9c50f74aaf,8/27/2024 8:49:03 PM,agoebl,8/27/2024 8:49:03 PM,agoebl,1,4,-105.100718666667,39.5432493333333
373,72ea5cf5-d56a-4dae-b44b-6d4c074dfcfb,8/27/2024 8:49:04 PM,agoebl,8/27/2024 8:49:04 PM,agoebl,2,1,-105.100716666667,39.5432028333333
374,9213f53b-30b7-4224-9f61-c9b309b41569,8/27/2024 8:49:05 PM,agoebl,8/27/2024 8:49:05 PM,agoebl,2,2,-105.1007275,39.543237
375,7977a383-e376-41c5-900d-5dcfaddb4a6c,8/27/2024 8:49:06 PM,agoebl,8/27/2024 8:49:06 PM,agoebl,2,3,-105.100701666667,39.5431935
376,83623497-7d9f-448f-937f-f5a0e38df722,8/27/2024 8:49:07 PM,agoebl,8/27/2024 8:49:07 PM,agoebl,2,4,-105.100696,39.543262
377,c629db1f-5a64-4570-9602-eadc6b3071ef,8/27/2024 8:49:07 PM,agoebl,8/27/2024 8:49:07 PM,agoebl,3,1,-105.100681166667,39.543205
378,eacc2eab-8ecb-4f42-93b4-89191e5a5d39,8/27/2024 8:49:09 PM,agoebl,8/27/2024 8:49:09 PM,agoebl,3,2,-105.1006735,39.5432308333333
379,479adac8-5e5e-4001-866e-05a21a76e027,8/27/2024 8:49:10 PM,agoebl,8/27/2024 8:49:10 PM,agoebl,3,3,-105.100653666667,39.543169
380,e3b4da3a-e2b6-4dce-8ca1-6e8abe83f4d4,8/27/2024 8:49:11 PM,agoebl,8/27/2024 8:49:11 PM,agoebl,3,4,-105.100648666667,39.5432436666667
381,e82a98f2-0e49-4939-b569-faaf4d0a8d08,8/27/2024 8:49:11 PM,agoebl,8/27/2024 8:49:11 PM,agoebl,4,1,-105.1006415,39.5431715
382,15ea521d-1f46-40a4-97ad-b1ab7e6e975d,8/27/2024 8:49:12 PM,agoebl,8/27/2024 8:49:12 PM,agoebl,4,2,-105.100651333333,39.5432363333333
383,1ed20b0a-0e4b-48f9-a319-62dd8f9a6952,8/27/2024 8:49:13 PM,agoebl,8/27/2024 8:49:13 PM,agoebl,4,3,-105.100625833333,39.5431668333333
384,34e4d792-5b83-403e-9ab9-2f87b82b0f55,8/27/2024 8:49:14 PM,agoebl,8/27/2024 8:49:14 PM,agoebl,4,4,-105.100621666667,39.543245
385,cd6263dd-8695-4883-aeb6-12b33a0cf31c,8/27/2024 8:49:15 PM,agoebl,8/27/2024 8:49:15 PM,agoebl,5,1,-105.100608333333,39.5431618333333
386,59e157ab-ccb9-43e5-b2eb-f4ad3ae078cd,8/27/2024 8:49:16 PM,agoebl,8/27/2024 8:49:16 PM,agoebl,5,2,-105.100601833333,39.5431615
387,4eb82c3b-d8f1-442c-b142-be8177d84987,8/27/2024 8:49:16 PM,agoebl,8/27/2024 8:49:16 PM,agoebl,5,3,-105.100564,39.5431696666667
388,c5af06e4-c4f4-478f-9ce7-1a2b6c3dde4f,8/27/2024 8:49:17 PM,agoebl,8/27/2024 8:49:17 PM,agoebl,5,4,-105.100547333333,39.5431533333333
389,789ae60d-05e0-457d-b83a-3798b48a85e1,8/27/2024 8:49:35 PM,agoebl,8/27/2024 8:49:35 PM,agoebl,10,1,-105.100395,39.5432146666667
390,e5440b0f-d3de-4128-bc03-2b6e08812229,8/27/2024 8:49:36 PM,agoebl,8/27/2024 8:49:36 PM,agoebl,10,2,-105.100377833333,39.5432558333333
391,1193361a-b003-4c3c-9d80-1986a401e8ef,8/27/2024 8:49:37 PM,agoebl,8/27/2024 8:49:37 PM,agoebl,10,3,-105.100379,39.5432411666667
392,8b4deddf-2816-4ca2-9408-37edc4c0531d,8/27/2024 8:49:37 PM,agoebl,8/27/2024 8:49:37 PM,agoebl,10,4,-105.1003605,39.5432588333333
393,f1a10412-2a4f-4645-b68f-953b4e44af38,8/27/2024 8:49:38 PM,agoebl,8/27/2024 8:49:38 PM,agoebl,9,1,-105.100389666667,39.5431911666667
394,f8340472-42a6-42d2-beee-e7e66436c98c,8/27/2024 8:49:39 PM,agoebl,8/27/2024 8:49:39 PM,agoebl,9,2,-105.100436,39.5432506666667
395,524ee7df-bc17-4e1a-bbd7-8f2750d20843,8/27/2024 8:49:40 PM,agoebl,8/27/2024 8:49:40 PM,agoebl,9,3,-105.100442,39.5432651666667
396,bdb06023-d164-4be9-a013-e0cebf64733d,8/27/2024 8:49:41 PM,agoebl,8/27/2024 8:49:41 PM,agoebl,9,4,-105.100399333333,39.5432566666667
397,cb72bb4b-c1df-49e6-ad28-0d0e8e8bffc8,8/27/2024 8:49:42 PM,agoebl,8/27/2024 8:49:42 PM,agoebl,8,1,-105.100482166667,39.543175
398,69a1d981-fb56-45ac-b891-07b423e0595a,8/27/2024 8:49:43 PM,agoebl,8/27/2024 8:49:43 PM,agoebl,8,2,-105.100476833333,39.5431863333333
399,42410998-08ab-433b-8adc-03c42ff2c902,8/27/2024 8:49:43 PM,agoebl,8/27/2024 8:49:43 PM,agoebl,8,3,-105.100470833333,39.5431876666667
400,ddbea2a0-5e15-4c2f-a347-7c4698b2fb30,8/27/2024 8:49:44 PM,agoebl,8/27/2024 8:49:44 PM,agoebl,8,4,-105.100454,39.5431965
401,f1bfc317-8080-4f21-bb1e-e11384310023,8/27/2024 8:49:45 PM,agoebl,8/27/2024 8:49:45 PM,agoebl,7,1,-105.100521166667,39.5431808333333
402,b13641a2-bbfc-4678-908b-9d98ed8791fc,8/27/2024 8:50:10 PM,agoebl,8/27/2024 8:50:10 PM,agoebl,7,1,-105.100521166667,39.5431808333333
403,93e37ced-d456-4cd5-b44a-718377d6887b,8/27/2024 8:50:12 PM,agoebl,8/27/2024 8:50:12 PM,agoebl,7,2,-105.100494,39.5431631666667
404,45c3bc39-c1df-4c42-ad77-a9853c96a675,8/27/2024 8:50:12 PM,agoebl,8/27/2024 8:50:12 PM,agoebl,7,3,-105.100507833333,39.543145
405,fa86a77f-1fa5-4ce7-8162-63bcf452c5f7,8/27/2024 8:50:13 PM,agoebl,8/27/2024 8:50:13 PM,agoebl,7,4,-105.10049,39.5431658333333
406,32736cab-cee3-4a67-a70a-e78ebc2622b4,8/27/2024 8:50:14 PM,agoebl,8/27/2024 8:50:14 PM,agoebl,6,1,-105.100560833333,39.5431553333333
407,991f468b-2cb0-4d1b-8a5f-a2f2ae2e4c65,8/27/2024 8:50:14 PM,agoebl,8/27/2024 8:50:14 PM,agoebl,6,2,-105.100542666667,39.543164
408,52ee1c61-8689-4a99-b533-bf5a755abb63,8/27/2024 8:50:15 PM,agoebl,8/27/2024 8:50:15 PM,agoebl,6,3,-105.1005565,39.5431653333333
409,ca9410b5-6f2b-4704-b311-a23ed21796a1,8/27/2024 8:50:16 PM,agoebl,8/27/2024 8:50:16 PM,agoebl,6,4,-105.100527,39.5431735
410,2cf4c03d-451e-4f1e-a341-1500f3c20294,9/3/2024 6:09:54 PM,agoebl,9/3/2024 6:09:54 PM,agoebl,10,1,-105.100495666667,39.5431803333333
411,72781235-24e9-4ea8-b7ab-0303dc73688d,9/3/2024 6:09:56 PM,agoebl,9/3/2024 6:09:56 PM,agoebl,10,2,-105.1003975,39.5431941666667
412,fe68938a-60d0-491e-9b38-a6840d008f66,9/3/2024 6:09:57 PM,agoebl,9/3/2024 6:09:57 PM,agoebl,10,3,-105.100376166667,39.543263
413,825cf7d7-3bb5-4695-bdbc-21becd67239c,9/3/2024 6:09:58 PM,agoebl,9/3/2024 6:09:58 PM,agoebl,10,4,-105.100390166667,39.543291
414,3ffa693a-bafa-4a8e-9ba8-16e1814dc942,9/3/2024 6:09:59 PM,agoebl,9/3/2024 6:09:59 PM,agoebl,9,1,-105.100429333333,39.5431835
415,cd706e2f-6750-47a2-8c39-b2567647529b,9/3/2024 6:10:00 PM,agoebl,9/3/2024 6:10:00 PM,agoebl,9,2,-105.100455,39.5432601666667
416,6117446c-06c5-4158-94f5-47161e20ae96,9/3/2024 6:10:01 PM,agoebl,9/3/2024 6:10:01 PM,agoebl,9,3,-105.100418833333,39.5432133333333
417,963f6acb-5211-4550-8b0d-4cf580e84f36,9/3/2024 6:10:02 PM,agoebl,9/3/2024 6:10:02 PM,agoebl,9,4,-105.100410833333,39.5431998333333
418,9697fe5a-7ce3-4e19-8f74-98c13a3b843b,9/3/2024 6:10:03 PM,agoebl,9/3/2024 6:10:03 PM,agoebl,8,1,-105.100483166667,39.5431896666667
419,05c0cc2a-ff31-4d1a-8b9d-94dbbdbbb38b,9/3/2024 6:10:06 PM,agoebl,9/3/2024 6:10:06 PM,agoebl,8,2,-105.100482166667,39.5432768333333
420,70260b1c-ee68-46b9-b707-94db4083d5e0,9/3/2024 6:10:07 PM,agoebl,9/3/2024 6:10:07 PM,agoebl,8,3,-105.100459833333,39.5432413333333
421,bd9df68a-f0ab-4f7c-8996-649e4a0f1361,9/3/2024 6:10:11 PM,agoebl,9/3/2024 6:10:11 PM,agoebl,8,4,-105.100452666667,39.5432558333333
422,3b48dd65-d624-4b11-b123-a239fd169e23,9/3/2024 6:10:12 PM,agoebl,9/3/2024 6:10:12 PM,agoebl,7,3,-105.1004925,39.5431753333333
423,027cff14-0501-468d-b2b8-7a17f5fb899e,9/3/2024 6:10:13 PM,agoebl,9/3/2024 6:10:13 PM,agoebl,7,4,-105.100496833333,39.5432561666667
424,7c3629cc-cc3b-4767-8dd0-3e9063e8d9be,9/3/2024 6:24:46 PM,agoebl,9/3/2024 6:24:46 PM,agoebl,1,1,-105.100759333333,39.5431791666667
425,243d5a97-7937-45b9-9379-ec047fc41e8c,9/3/2024 6:24:47 PM,agoebl,9/3/2024 6:24:47 PM,agoebl,1,2,-105.100746666667,39.54318
426,acc66e9d-2133-4216-97ee-d30bf0faa61f,9/3/2024 6:24:48 PM,agoebl,9/3/2024 6:24:48 PM,agoebl,1,3,-105.100747166667,39.5431725
427,46d86ffe-b6a8-41a1-91f1-2688805dc362,9/3/2024 6:24:49 PM,agoebl,9/3/2024 6:24:49 PM,agoebl,1,4,-105.100721833333,39.5431801666667
428,16d3dfd3-2d3a-4177-8d7d-df9e12cd1e4c,9/3/2024 6:24:50 PM,agoebl,9/3/2024 6:24:50 PM,agoebl,2,1,-105.100726833333,39.543195
429,3c3b2703-1360-424b-81ae-14add496e259,9/3/2024 6:24:51 PM,agoebl,9/3/2024 6:24:51 PM,agoebl,2,2,-105.1006915,39.5431736666667
430,f6cef163-6475-490e-b46a-80766d57a4f6,9/3/2024 6:24:52 PM,agoebl,9/3/2024 6:24:52 PM,agoebl,2,3,-105.100719833333,39.5431658333333
431,a0c01e32-c6e4-4dfd-b70b-3f9437ef1e84,9/3/2024 6:24:54 PM,agoebl,9/3/2024 6:24:54 PM,agoebl,2,4,-105.100683833333,39.5431826666667
432,2c41c7c6-86fe-4b1e-86b9-58cd9811812a,9/3/2024 6:24:55 PM,agoebl,9/3/2024 6:24:55 PM,agoebl,3,1,-105.100699666667,39.543202
433,b4f87129-b012-4049-bc94-df658ef438ea,9/3/2024 6:24:56 PM,agoebl,9/3/2024 6:24:56 PM,agoebl,3,2,-105.100669166667,39.5431793333333
434,f01d2c8c-8c71-4955-89fe-bf97b646cd5a,9/3/2024 6:25:00 PM,agoebl,9/3/2024 6:25:00 PM,agoebl,3,3,-105.1006765,39.5431858333333
435,3f11e221-4fbd-4422-ba4d-ded86cee5030,9/3/2024 6:25:03 PM,agoebl,9/3/2024 6:25:03 PM,agoebl,3,4,-105.100644833333,39.5431916666667
436,0567cf56-cdbc-4913-9169-7e2f77d76d8e,9/3/2024 6:25:04 PM,agoebl,9/3/2024 6:25:04 PM,agoebl,4,1,-105.100668333333,39.5432015
437,ed5d60f0-8597-4809-bf75-a1532ef2dd8a,9/3/2024 6:25:04 PM,agoebl,9/3/2024 6:25:04 PM,agoebl,4,2,-105.100635166667,39.5432741666667
438,5acb2d34-0828-484b-8774-e9a079b20b39,9/3/2024 6:25:06 PM,agoebl,9/3/2024 6:25:06 PM,agoebl,4,3,-105.100634833333,39.5431885
439,8dc4633c-3604-4b0a-a034-694817e5d9b1,9/3/2024 6:25:09 PM,agoebl,9/3/2024 6:25:09 PM,agoebl,4,4,-105.100602666667,39.543181
440,e6dbd64b-5143-4b27-8d5e-3ff03a58f442,9/3/2024 6:25:10 PM,agoebl,9/3/2024 6:25:10 PM,agoebl,5,1,-105.100610166667,39.5431836666667
441,452fccb5-7653-43a7-8f2b-8e88803608b1,9/3/2024 6:25:11 PM,agoebl,9/3/2024 6:25:11 PM,agoebl,5,2,-105.100584,39.5431795
442,7858b48a-bd42-404e-aec4-476b3dab23df,9/3/2024 6:25:11 PM,agoebl,9/3/2024 6:25:11 PM,agoebl,5,3,-105.100578333333,39.5431775
443,5ba37be1-c4ad-4eaf-920a-f3efc450515f,9/3/2024 6:25:12 PM,agoebl,9/3/2024 6:25:12 PM,agoebl,5,4,-105.100566333333,39.5431905
444,9a28d96e-06d6-4894-b694-0a89024b3d8d,9/3/2024 6:25:13 PM,agoebl,9/3/2024 6:25:13 PM,agoebl,6,1,-105.100548666667,39.5431878333333
445,cfa659be-4e5e-49c3-84c8-97b41ca26669,9/3/2024 6:25:14 PM,agoebl,9/3/2024 6:25:14 PM,agoebl,6,2,-105.100533333333,39.5431956666667
446,70b1a181-6a36-4e04-9577-d839221d0211,9/3/2024 6:25:16 PM,agoebl,9/3/2024 6:25:16 PM,agoebl,6,3,-105.100545,39.5431825
447,be84e53b-3822-41f6-acdd-f05e63f0b7dc,9/3/2024 6:25:17 PM,agoebl,9/3/2024 6:25:17 PM,agoebl,6,4,-105.100518833333,39.5431956666667
448,c23179c5-27e3-476a-981f-65aa165a7bd1,9/3/2024 6:25:17 PM,agoebl,9/3/2024 6:25:17 PM,agoebl,7,1,-105.100523833333,39.5431703333333
449,61d7c714-7967-4a43-b6a4-0b9fecfb13f4,9/3/2024 6:25:18 PM,agoebl,9/3/2024 6:25:18 PM,agoebl,7,2,-105.100526333333,39.5432451666667
